Bait	Prey	#Rep	#Pep	#Frag	AvgP	BFDR
MEPCE	gi|13654237|gn|PRKDC:5591| DNA-dependent protein kinase catalytic subunit isoform 1 [Homo sapiens]	3	59	5|5|5|5|5|5|5|5|5|4|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.8202	0.0400
EIF4A2	gi|13676857|gn|HSPA2:3306| heat shock-related 70 kDa protein 2 [Homo sapiens]	3	9	5|5|5|5|5|5|10|5|5	0.0734	0.5749
MEPCE	gi|13676857|gn|HSPA2:3306| heat shock-related 70 kDa protein 2 [Homo sapiens]	3	9	5|5|5|5|5|5|10|5|5	0.0341	0.6020
EIF4A2	gi|13699824|gn|KIF11:3832| kinesin-like protein KIF11 [Homo sapiens]	3	29	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1278	0.5312
MEPCE	gi|13699824|gn|KIF11:3832| kinesin-like protein KIF11 [Homo sapiens]	3	29	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3408	0.3299
EIF4A2	gi|13786129|gn|RAB33B:83452| ras-related protein Rab-33B [Homo sapiens]	3	1	5	0.1908	0.4731
MEPCE	gi|13786129|gn|RAB33B:83452| ras-related protein Rab-33B [Homo sapiens]	3	1	5	0.0759	0.5730
EIF4A2	gi|13904870|gn|RPS5:6193| 40S ribosomal protein S5 [Homo sapiens]	3	4	5|5|10|5	0.8657	0.0283
MEPCE	gi|13904870|gn|RPS5:6193| 40S ribosomal protein S5 [Homo sapiens]	3	4	5|5|10|5	0.8706	0.0250
EIF4A2	gi|13994259|gn|MRPS5:64969| 28S ribosomal protein S5, mitochondrial [Homo sapiens]	3	2	5|5	0.1463	0.5140
MEPCE	gi|13994259|gn|MRPS5:64969| 28S ribosomal protein S5, mitochondrial [Homo sapiens]	3	2	5|5	0.3430	0.3268
EIF4A2	gi|14043022|gn|MARS:4141| methionine--tRNA ligase, cytoplasmic [Homo sapiens]	3	4	5|5|5|5	0.3528	0.3182
MEPCE	gi|14043022|gn|MARS:4141| methionine--tRNA ligase, cytoplasmic [Homo sapiens]	3	4	5|5|5|5	0.3300	0.3379
EIF4A2	gi|14043070|gn|HNRNPA1:3178| heterogeneous nuclear ribonucleoprotein A1 isoform b [Homo sapiens]	3	15	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	1.0000	0.0000
MEPCE	gi|14043070|gn|HNRNPA1:3178| heterogeneous nuclear ribonucleoprotein A1 isoform b [Homo sapiens]	3	15	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.9944	0.0009
EIF4A2	gi|14043072|gn|HNRNPA2B1:3181| heterogeneous nuclear ribonucleoproteins A2/B1 isoform B1 [Homo sapiens]	3	18	5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5	1.0000	0.0000
MEPCE	gi|14043072|gn|HNRNPA2B1:3181| heterogeneous nuclear ribonucleoproteins A2/B1 isoform B1 [Homo sapiens]	3	18	5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5	0.9953	0.0007
EIF4A2	gi|14110420|gn|HNRNPD:3184| heterogeneous nuclear ribonucleoprotein D0 isoform a [Homo sapiens]	3	1	5	0.6460	0.1167
MEPCE	gi|14110420|gn|HNRNPD:3184| heterogeneous nuclear ribonucleoprotein D0 isoform a [Homo sapiens]	3	1	5	0.5147	0.1854
EIF4A2	gi|14141157|gn|HNRNPH3:3189| heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens]	3	1	5	0.6856	0.0938
MEPCE	gi|14141157|gn|HNRNPH3:3189| heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens]	3	1	5	0.2681	0.3980
EIF4A2	gi|14141193|gn|RPS9:6203| 40S ribosomal protein S9 [Homo sapiens]	3	4	5|5|5|5	0.9677	0.0062
MEPCE	gi|14141193|gn|RPS9:6203| 40S ribosomal protein S9 [Homo sapiens]	3	4	5|5|5|5	0.9215	0.0161
EIF4A2	gi|14149680|gn|ESYT1:23344| extended synaptotagmin-1 isoform 2 [Homo sapiens]	3	5	5|5|5|5|5	0.3511	0.3200
MEPCE	gi|14149680|gn|ESYT1:23344| extended synaptotagmin-1 isoform 2 [Homo sapiens]	3	5	5|5|5|5|5	0.2651	0.4021
EIF4A2	gi|14150100|gn|NTPCR:84284| cancer-related nucleoside-triphosphatase [Homo sapiens]	3	2	5|5	0.0032	0.6362
MEPCE	gi|14150100|gn|NTPCR:84284| cancer-related nucleoside-triphosphatase [Homo sapiens]	3	2	5|5	0.0135	0.6196
EIF4A2	gi|14165437|gn|HNRNPK:3190| heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens]	3	19	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.4587	0.2245
MEPCE	gi|14165437|gn|HNRNPK:3190| heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens]	3	19	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.5996	0.1368
EIF4A2	gi|14165466|gn|PTBP1:5725| polypyrimidine tract-binding protein 1 isoform c [Homo sapiens]	3	13	5|5|5|4|5|5|5|10|5|5|5|5|5	0.9762	0.0040
MEPCE	gi|14165466|gn|PTBP1:5725| polypyrimidine tract-binding protein 1 isoform c [Homo sapiens]	3	13	5|5|5|4|5|5|5|10|5|5|5|5|5	0.4977	0.1959
EIF4A2	gi|14210536|gn|TUBB6:84617| tubulin beta-6 chain [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.2067	0.4597
MEPCE	gi|14210536|gn|TUBB6:84617| tubulin beta-6 chain [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.2863	0.3816
EIF4A2	gi|14211889|gn|DPY30:84661| protein dpy-30 homolog [Homo sapiens]	3	1	5	0.6500	0.1133
MEPCE	gi|14211889|gn|DPY30:84661| protein dpy-30 homolog [Homo sapiens]	3	1	5	0.4541	0.2298
EIF4A2	gi|14269586|gn|MRPS26:64949| 28S ribosomal protein S26, mitochondrial [Homo sapiens]	3	3	5|5|5	0.2154	0.4530
MEPCE	gi|14269586|gn|MRPS26:64949| 28S ribosomal protein S26, mitochondrial [Homo sapiens]	3	3	5|5|5	0.1500	0.5108
EIF4A2	gi|14277700|gn|RPS12:6206| 40S ribosomal protein S12 [Homo sapiens]	3	2	5|5	0.8859	0.0218
MEPCE	gi|14277700|gn|RPS12:6206| 40S ribosomal protein S12 [Homo sapiens]	3	2	5|5	0.9873	0.0019
EIF4A2	gi|145309311|gn|USP9X:8239| probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform 4 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.4444	0.2389
MEPCE	gi|145309311|gn|USP9X:8239| probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform 4 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.5287	0.1757
EIF4A2	gi|145580626|gn|E2F7:144455| transcription factor E2F7 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.3261	0.3441
MEPCE	gi|145580626|gn|E2F7:144455| transcription factor E2F7 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.4983	0.1950
EIF4A2	gi|14589951|gn|POLR2E:5434| DNA-directed RNA polymerases I, II, and III subunit RPABC1 [Homo sapiens]	3	1	5	0.3039	0.3669
MEPCE	gi|14589951|gn|POLR2E:5434| DNA-directed RNA polymerases I, II, and III subunit RPABC1 [Homo sapiens]	3	1	5	0.3271	0.3422
EIF4A2	gi|14589953|gn|POLR2H:5437| DNA-directed RNA polymerases I, II, and III subunit RPABC3 [Homo sapiens]	3	1	5	0.0242	0.6095
MEPCE	gi|14589953|gn|POLR2H:5437| DNA-directed RNA polymerases I, II, and III subunit RPABC3 [Homo sapiens]	3	1	5	0.1289	0.5308
EIF4A2	gi|14591909|gn|RPL5:6125| 60S ribosomal protein L5 [Homo sapiens]	3	5	5|10|10|5|5	0.7770	0.0581
MEPCE	gi|14591909|gn|RPL5:6125| 60S ribosomal protein L5 [Homo sapiens]	3	5	5|10|10|5|5	1.0000	0.0000
EIF4A2	gi|14670268|gn|RDBP:7936| negative elongation factor E [Homo sapiens]	3	1	5	0.0615	0.5826
MEPCE	gi|14670268|gn|RDBP:7936| negative elongation factor E [Homo sapiens]	3	1	5	0.2504	0.4166
EIF4A2	gi|14702180|gn|EIF4H:7458| eukaryotic translation initiation factor 4H isoform 2 [Homo sapiens]	3	6	5|5|5|5|10|5	0.1770	0.4864
MEPCE	gi|14702180|gn|EIF4H:7458| eukaryotic translation initiation factor 4H isoform 2 [Homo sapiens]	3	6	5|5|5|5|10|5	0.2475	0.4202
EIF4A2	gi|148298764|gn|HMGCS1:3157| hydroxymethylglutaryl-CoA synthase, cytoplasmic [Homo sapiens]	3	2	5|5	0.2802	0.3868
MEPCE	gi|148298764|gn|HMGCS1:3157| hydroxymethylglutaryl-CoA synthase, cytoplasmic [Homo sapiens]	3	2	5|5	0.0780	0.5716
EIF4A2	gi|148470406|gn|HNRNPF:3185| heterogeneous nuclear ribonucleoprotein F [Homo sapiens]	3	5	5|5|10|5|5	0.8909	0.0211
MEPCE	gi|148470406|gn|HNRNPF:3185| heterogeneous nuclear ribonucleoprotein F [Homo sapiens]	3	5	5|5|10|5|5	0.4871	0.2044
EIF4A2	gi|148491070|gn|CTPS1:1503| CTP synthase 1 [Homo sapiens]	3	4	5|5|5|5	0.2045	0.4613
MEPCE	gi|148491070|gn|CTPS1:1503| CTP synthase 1 [Homo sapiens]	3	4	5|5|5|5	0.2050	0.4611
EIF4A2	gi|148529014|gn|DDB1:1642| DNA damage-binding protein 1 [Homo sapiens]	3	6	5|5|5|5|5|5	0.5640	0.1575
MEPCE	gi|148529014|gn|DDB1:1642| DNA damage-binding protein 1 [Homo sapiens]	3	6	5|5|5|5|5|5	0.4347	0.2465
EIF4A2	gi|148536855|gn|COPA:1314| coatomer subunit alpha isoform 1 [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.3768	0.2938
MEPCE	gi|148536855|gn|COPA:1314| coatomer subunit alpha isoform 1 [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.2927	0.3761
EIF4A2	gi|148539642|gn|ALKBH5:54890| probable alpha-ketoglutarate-dependent dioxygenase ABH5 [Homo sapiens]	3	1	5	0.1992	0.4657
MEPCE	gi|148539642|gn|ALKBH5:54890| probable alpha-ketoglutarate-dependent dioxygenase ABH5 [Homo sapiens]	3	1	5	0.4571	0.2258
EIF4A2	gi|148539872|gn|ACAT2:39| acetyl-CoA acetyltransferase, cytosolic [Homo sapiens]	3	1	5	0.2125	0.4558
MEPCE	gi|148539872|gn|ACAT2:39| acetyl-CoA acetyltransferase, cytosolic [Homo sapiens]	3	1	5	0.1767	0.4868
EIF4A2	gi|148596949|gn|NOLC1:9221| nucleolar and coiled-body phosphoprotein 1 [Homo sapiens]	3	6	5|5|5|5|5|5	0.3473	0.3227
MEPCE	gi|148596949|gn|NOLC1:9221| nucleolar and coiled-body phosphoprotein 1 [Homo sapiens]	3	6	5|5|5|5|5|5	0.6786	0.0963
EIF4A2	gi|148612885|gn|ARL2:402| ADP-ribosylation factor-like protein 2 isoform 1 [Homo sapiens]	3	1	5	0.2969	0.3722
MEPCE	gi|148612885|gn|ARL2:402| ADP-ribosylation factor-like protein 2 isoform 1 [Homo sapiens]	3	1	5	0.1334	0.5268
EIF4A2	gi|148613856|gn|DDX17:10521| probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens]	3	13	5|5|5|5|5|5|5|5|5|5|5|5|5	0.9931	0.0011
MEPCE	gi|148613856|gn|DDX17:10521| probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens]	3	13	5|5|5|5|5|5|5|5|5|5|5|5|5	0.8481	0.0335
EIF4A2	gi|148664244|gn|CKAP2:26586| cytoskeleton-associated protein 2 isoform 1 [Homo sapiens]	3	1	5	0.0078	0.6279
MEPCE	gi|148664244|gn|CKAP2:26586| cytoskeleton-associated protein 2 isoform 1 [Homo sapiens]	3	1	5	0.2890	0.3796
EIF4A2	gi|148727331|gn|USP5:8078| ubiquitin carboxyl-terminal hydrolase 5 isoform 1 [Homo sapiens]	3	1	5	0.2900	0.3784
MEPCE	gi|148727331|gn|USP5:8078| ubiquitin carboxyl-terminal hydrolase 5 isoform 1 [Homo sapiens]	3	1	5	0.2336	0.4344
EIF4A2	gi|148727341|gn|STRAP:11171| serine-threonine kinase receptor-associated protein [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.7743	0.0590
MEPCE	gi|148727341|gn|STRAP:11171| serine-threonine kinase receptor-associated protein [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.4536	0.2302
EIF4A2	gi|148839362|gn|LSM14B:149986| protein LSM14 homolog B [Homo sapiens]	3	1	5	0.5808	0.1472
MEPCE	gi|148839362|gn|LSM14B:149986| protein LSM14 homolog B [Homo sapiens]	3	1	5	0.6370	0.1211
EIF4A2	gi|149193321|gn|GRSF1:2926| G-rich sequence factor 1 isoform 1 [Homo sapiens]	3	1	5	0.2844	0.3836
MEPCE	gi|149193321|gn|GRSF1:2926| G-rich sequence factor 1 isoform 1 [Homo sapiens]	3	1	5	0.3456	0.3241
EIF4A2	gi|149363664|gn|SEPT8:23176| septin-8 isoform d [Homo sapiens]	3	1	5	0.1011	0.5536
MEPCE	gi|149363664|gn|SEPT8:23176| septin-8 isoform d [Homo sapiens]	3	1	5	0.0636	0.5809
EIF4A2	gi|149588928|gn|SLAIN2:57606| SLAIN motif-containing protein 2 [Homo sapiens]	3	2	5|5	0.1018	0.5525
MEPCE	gi|149588928|gn|SLAIN2:57606| SLAIN motif-containing protein 2 [Homo sapiens]	3	2	5|5	0.5493	0.1649
EIF4A2	gi|149999611|gn|SRP14:6727| signal recognition particle 14 kDa protein [Homo sapiens]	3	1	5	0.4535	0.2311
MEPCE	gi|149999611|gn|SRP14:6727| signal recognition particle 14 kDa protein [Homo sapiens]	3	1	5	0.8201	0.0404
EIF4A2	gi|15011936|gn|RPS26:6231| 40S ribosomal protein S26 [Homo sapiens]	3	3	5|5|5	0.9234	0.0146
MEPCE	gi|15011936|gn|RPS26:6231| 40S ribosomal protein S26 [Homo sapiens]	3	3	5|5|5	0.3162	0.3524
EIF4A2	gi|150378533|gn|USP7:7874| ubiquitin carboxyl-terminal hydrolase 7 [Homo sapiens]	3	4	5|5|5|5	0.3808	0.2915
MEPCE	gi|150378533|gn|USP7:7874| ubiquitin carboxyl-terminal hydrolase 7 [Homo sapiens]	3	4	5|5|5|5	0.3173	0.3515
EIF4A2	gi|15055539|gn|RPS2:6187| 40S ribosomal protein S2 [Homo sapiens]	3	14	10|5|5|5|5|5|5|5|5|5|5|5|5|5	0.9604	0.0072
MEPCE	gi|15055539|gn|RPS2:6187| 40S ribosomal protein S2 [Homo sapiens]	3	14	10|5|5|5|5|5|5|5|5|5|5|5|5|5	0.7382	0.0733
EIF4A2	gi|15082234|gn|LDHAL6B:92483| L-lactate dehydrogenase A-like 6B [Homo sapiens]	3	1	5	0.3318	0.3369
MEPCE	gi|15082234|gn|LDHAL6B:92483| L-lactate dehydrogenase A-like 6B [Homo sapiens]	3	1	5	0.1614	0.5019
EIF4A2	gi|15100175|gn|AGPAT1:10554| 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Homo sapiens]	3	1	5	0.2139	0.4549
MEPCE	gi|15100175|gn|AGPAT1:10554| 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Homo sapiens]	3	1	5	0.2170	0.4512
EIF4A2	gi|151101337|gn|CCDC43:124808| coiled-coil domain-containing protein 43 isoform 1 [Homo sapiens]	3	1	5	0.0169	0.6162
MEPCE	gi|151101337|gn|CCDC43:124808| coiled-coil domain-containing protein 43 isoform 1 [Homo sapiens]	3	1	5	0.0634	0.5814
EIF4A2	gi|151101407|gn|PTMA:5757| prothymosin alpha isoform 1 [Homo sapiens]	3	4	5|5|5|5	0.0604	0.5840
MEPCE	gi|151101407|gn|PTMA:5757| prothymosin alpha isoform 1 [Homo sapiens]	3	4	5|5|5|5	0.2979	0.3716
EIF4A2	gi|151301053|gn|RBM33:155435| RNA-binding protein 33 [Homo sapiens]	3	1	5	0.0365	0.6000
MEPCE	gi|151301053|gn|RBM33:155435| RNA-binding protein 33 [Homo sapiens]	3	1	5	0.2010	0.4636
EIF4A2	gi|151301219|gn|PRMT1:3276| protein arginine N-methyltransferase 1 isoform 3 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.3436	0.3255
MEPCE	gi|151301219|gn|PRMT1:3276| protein arginine N-methyltransferase 1 isoform 3 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.1407	0.5192
EIF4A2	gi|15149476|gn|RARS:5917| arginine--tRNA ligase, cytoplasmic [Homo sapiens]	3	3	5|5|5	0.1274	0.5313
MEPCE	gi|15149476|gn|RARS:5917| arginine--tRNA ligase, cytoplasmic [Homo sapiens]	3	3	5|5|5	0.0193	0.6141
EIF4A2	gi|15208660|gn|TRIM21:6737| E3 ubiquitin-protein ligase TRIM21 [Homo sapiens]	3	4	5|5|10|5	0.4811	0.2085
MEPCE	gi|15208660|gn|TRIM21:6737| E3 ubiquitin-protein ligase TRIM21 [Homo sapiens]	3	4	5|5|10|5	0.4996	0.1945
EIF4A2	gi|153070260|gn|MARCKS:4082| myristoylated alanine-rich C-kinase substrate [Homo sapiens]	3	4	5|5|5|5	0.0131	0.6205
MEPCE	gi|153070260|gn|MARCKS:4082| myristoylated alanine-rich C-kinase substrate [Homo sapiens]	3	4	5|5|5|5	0.0514	0.5909
EIF4A2	gi|153252132|gn|RPL31:6160| 60S ribosomal protein L31 isoform 3 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.7514	0.0695
MEPCE	gi|153252132|gn|RPL31:6160| 60S ribosomal protein L31 isoform 3 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.9967	0.0005
EIF4A2	gi|153266822|gn|ALDH1A3:220| aldehyde dehydrogenase family 1 member A3 [Homo sapiens]	3	1	5	0.0006	0.6423
MEPCE	gi|153266822|gn|ALDH1A3:220| aldehyde dehydrogenase family 1 member A3 [Homo sapiens]	3	1	5	0.0034	0.6353
EIF4A2	gi|153791298|gn|WDR83:84292| WD repeat domain-containing protein 83 [Homo sapiens]	3	1	5	0.3083	0.3623
MEPCE	gi|153791298|gn|WDR83:84292| WD repeat domain-containing protein 83 [Homo sapiens]	3	1	5	0.0868	0.5657
EIF4A2	gi|153945728|gn|MAP1B:4131| microtubule-associated protein 1B [Homo sapiens]	3	1	5	0.0018	0.6391
MEPCE	gi|153945728|gn|MAP1B:4131| microtubule-associated protein 1B [Homo sapiens]	3	1	5	0.2121	0.4563
EIF4A2	gi|154146191|gn|HSP90AA1:3320| heat shock protein HSP 90-alpha isoform 2 [Homo sapiens]	3	27	5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.4048	0.2699
MEPCE	gi|154146191|gn|HSP90AA1:3320| heat shock protein HSP 90-alpha isoform 2 [Homo sapiens]	3	27	5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3954	0.2789
EIF4A2	gi|154146193|gn|PNISR:25957| arginine/serine-rich protein PNISR [Homo sapiens]	3	1	5	0.2807	0.3862
MEPCE	gi|154146193|gn|PNISR:25957| arginine/serine-rich protein PNISR [Homo sapiens]	3	1	5	0.1411	0.5190
EIF4A2	gi|15431301|gn|RPL7:6129| 60S ribosomal protein L7 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.8068	0.0452
MEPCE	gi|15431301|gn|RPL7:6129| 60S ribosomal protein L7 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.9998	0.0000
EIF4A2	gi|15431303|gn|RPL9:6133| 60S ribosomal protein L9 [Homo sapiens]	3	5	5|5|5|5|5	0.7467	0.0714
MEPCE	gi|15431303|gn|RPL9:6133| 60S ribosomal protein L9 [Homo sapiens]	3	5	5|5|5|5|5	0.9897	0.0016
EIF4A2	gi|15431306|gn|RPL8:6132| 60S ribosomal protein L8 [Homo sapiens]	3	2	5|5	0.6301	0.1255
MEPCE	gi|15431306|gn|RPL8:6132| 60S ribosomal protein L8 [Homo sapiens]	3	2	5|5	1.0000	0.0000
EIF4A2	gi|154355000|gn|KHSRP:8570| far upstream element-binding protein 2 [Homo sapiens]	3	6	5|5|5|5|5|5	0.5240	0.1776
MEPCE	gi|154355000|gn|KHSRP:8570| far upstream element-binding protein 2 [Homo sapiens]	3	6	5|5|5|5|5|5	0.2377	0.4299
EIF4A2	gi|155969697|gn|KRT6C:286887| keratin, type II cytoskeletal 6C [Homo sapiens]	3	1	5	0.2210	0.4479
MEPCE	gi|155969697|gn|KRT6C:286887| keratin, type II cytoskeletal 6C [Homo sapiens]	3	1	5	0.7147	0.0828
EIF4A2	gi|156104891|gn|GTF2F1:2962| general transcription factor IIF subunit 1 [Homo sapiens]	3	5	5|5|5|5|5	0.0921	0.5597
MEPCE	gi|156104891|gn|GTF2F1:2962| general transcription factor IIF subunit 1 [Homo sapiens]	3	5	5|5|5|5|5	0.0777	0.5720
EIF4A2	gi|156142178|gn|CCDC59:29080| thyroid transcription factor 1-associated protein 26 [Homo sapiens]	3	1	5	0.1187	0.5394
MEPCE	gi|156142178|gn|CCDC59:29080| thyroid transcription factor 1-associated protein 26 [Homo sapiens]	3	1	5	0.6314	0.1246
EIF4A2	gi|156151392|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 4 [Homo sapiens]	3	1	5	0.9578	0.0078
MEPCE	gi|156151392|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 4 [Homo sapiens]	3	1	5	0.9807	0.0029
EIF4A2	gi|156151394|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.9254	0.0139
MEPCE	gi|156151394|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.9866	0.0021
EIF4A2	gi|156523968|gn|PARP1:142| poly [ADP-ribose] polymerase 1 [Homo sapiens]	3	19	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.6888	0.0928
MEPCE	gi|156523968|gn|PARP1:142| poly [ADP-ribose] polymerase 1 [Homo sapiens]	3	19	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.9146	0.0176
EIF4A2	gi|156630992|gn|OTUD4:54726| OTU domain-containing protein 4 isoform 3 [Homo sapiens]	3	1	5	0.0139	0.6184
MEPCE	gi|156630992|gn|OTUD4:54726| OTU domain-containing protein 4 isoform 3 [Homo sapiens]	3	1	5	0.1019	0.5523
EIF4A2	gi|156631005|gn|PSMD8:5714| 26S proteasome non-ATPase regulatory subunit 8 [Homo sapiens]	3	4	5|5|5|5	0.0889	0.5645
MEPCE	gi|156631005|gn|PSMD8:5714| 26S proteasome non-ATPase regulatory subunit 8 [Homo sapiens]	3	4	5|5|5|5	0.0840	0.5681
EIF4A2	gi|156713442|gn|PSMA4:5685| proteasome subunit alpha type-4 isoform 1 [Homo sapiens]	3	5	5|5|5|5|5	0.1108	0.5459
MEPCE	gi|156713442|gn|PSMA4:5685| proteasome subunit alpha type-4 isoform 1 [Homo sapiens]	3	5	5|5|5|5|5	0.1037	0.5510
EIF4A2	gi|157168362|gn|PNP:4860| purine nucleoside phosphorylase [Homo sapiens]	3	4	5|5|5|5	0.2123	0.4561
MEPCE	gi|157168362|gn|PNP:4860| purine nucleoside phosphorylase [Homo sapiens]	3	4	5|5|5|5	0.1570	0.5060
EIF4A2	gi|157412270|gn|HNRNPM:4670| heterogeneous nuclear ribonucleoprotein M isoform b [Homo sapiens]	3	23	5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5	0.9952	0.0007
MEPCE	gi|157412270|gn|HNRNPM:4670| heterogeneous nuclear ribonucleoprotein M isoform b [Homo sapiens]	3	23	5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5	0.9648	0.0066
EIF4A2	gi|157502193|gn|PSMD13:5719| 26S proteasome non-ATPase regulatory subunit 13 isoform 1 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.1575	0.5056
MEPCE	gi|157502193|gn|PSMD13:5719| 26S proteasome non-ATPase regulatory subunit 13 isoform 1 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.1009	0.5541
EIF4A2	gi|157649073|gn|CAP1:10487| adenylyl cyclase-associated protein 1 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.3412	0.3285
MEPCE	gi|157649073|gn|CAP1:10487| adenylyl cyclase-associated protein 1 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.2740	0.3927
EIF4A2	gi|157694494|gn|MYBBP1A:10514| myb-binding protein 1A isoform 1 [Homo sapiens]	3	2	5|5	0.5897	0.1432
MEPCE	gi|157694494|gn|MYBBP1A:10514| myb-binding protein 1A isoform 1 [Homo sapiens]	3	2	5|5	0.8931	0.0208
EIF4A2	gi|157739942|gn|GEMIN5:25929| gem-associated protein 5 isoform 1 [Homo sapiens]	3	1	5	0.2852	0.3830
MEPCE	gi|157739942|gn|GEMIN5:25929| gem-associated protein 5 isoform 1 [Homo sapiens]	3	1	5	0.3974	0.2758
EIF4A2	gi|157743259|gn|HMX3:340784| homeobox protein HMX3 [Homo sapiens]	3	1	5	0.9830	0.0026
MEPCE	gi|157743259|gn|HMX3:340784| homeobox protein HMX3 [Homo sapiens]	3	1	5	1.0000	0.0000
EIF4A2	gi|157817073|gn|CDK12:51755| cyclin-dependent kinase 12 isoform 2 [Homo sapiens]	3	1	5	0.6574	0.1088
MEPCE	gi|157817073|gn|CDK12:51755| cyclin-dependent kinase 12 isoform 2 [Homo sapiens]	3	1	5	1.0000	0.0000
EIF4A2	gi|160420317|gn|FLNA:2316| filamin-A isoform 2 [Homo sapiens]	3	55	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|10	0.2288	0.4407
MEPCE	gi|160420317|gn|FLNA:2316| filamin-A isoform 2 [Homo sapiens]	3	55	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|10	0.5288	0.1752
EIF4A2	gi|16117789|gn|RPL34:6164| 60S ribosomal protein L34 [Homo sapiens]	3	1	5	0.2972	0.3719
MEPCE	gi|16117789|gn|RPL34:6164| 60S ribosomal protein L34 [Homo sapiens]	3	1	5	0.4662	0.2172
EIF4A2	gi|16117794|gn|RPL36:25873| 60S ribosomal protein L36 [Homo sapiens]	3	2	5|5	0.4002	0.2739
MEPCE	gi|16117794|gn|RPL36:25873| 60S ribosomal protein L36 [Homo sapiens]	3	2	5|5	0.8795	0.0224
EIF4A2	gi|161702986|gn|EZR:7430| ezrin [Homo sapiens]	3	2	5|5	0.3249	0.3454
MEPCE	gi|161702986|gn|EZR:7430| ezrin [Homo sapiens]	3	2	5|5	0.1463	0.5140
