Bait	Prey	#Rep	#Pep	AvgP	BFDR
MEPCE	gi|14211889|gn|DPY30:84661| protein dpy-30 homolog [Homo sapiens]	3	1	0.2871	0.3203
EIF4A2	gi|14269586|gn|MRPS26:64949| 28S ribosomal protein S26, mitochondrial [Homo sapiens]	3	3	0.0390	0.5523
MEPCE	gi|14269586|gn|MRPS26:64949| 28S ribosomal protein S26, mitochondrial [Homo sapiens]	3	3	0.1078	0.4848
EIF4A2	gi|14277700|gn|RPS12:6206| 40S ribosomal protein S12 [Homo sapiens]	3	2	0.9999	0.0000
MEPCE	gi|14277700|gn|RPS12:6206| 40S ribosomal protein S12 [Homo sapiens]	3	2	1.0000	0.0000
EIF4A2	gi|145309311|gn|USP9X:8239| probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform 4 [Homo sapiens]	3	7	0.4028	0.2219
MEPCE	gi|145309311|gn|USP9X:8239| probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform 4 [Homo sapiens]	3	7	0.4726	0.1794
EIF4A2	gi|145580626|gn|E2F7:144455| transcription factor E2F7 [Homo sapiens]	3	7	0.3011	0.3071
MEPCE	gi|145580626|gn|E2F7:144455| transcription factor E2F7 [Homo sapiens]	3	7	0.4874	0.1725
EIF4A2	gi|14589951|gn|POLR2E:5434| DNA-directed RNA polymerases I, II, and III subunit RPABC1 [Homo sapiens]	3	1	0.3381	0.2725
MEPCE	gi|14589951|gn|POLR2E:5434| DNA-directed RNA polymerases I, II, and III subunit RPABC1 [Homo sapiens]	3	1	0.0065	0.6166
EIF4A2	gi|14589953|gn|POLR2H:5437| DNA-directed RNA polymerases I, II, and III subunit RPABC3 [Homo sapiens]	3	1	0.0002	0.6641
MEPCE	gi|14589953|gn|POLR2H:5437| DNA-directed RNA polymerases I, II, and III subunit RPABC3 [Homo sapiens]	3	1	0.0043	0.6281
EIF4A2	gi|14591909|gn|RPL5:6125| 60S ribosomal protein L5 [Homo sapiens]	3	5	0.9930	0.0005
MEPCE	gi|14591909|gn|RPL5:6125| 60S ribosomal protein L5 [Homo sapiens]	3	5	1.0000	0.0000
EIF4A2	gi|14670268|gn|RDBP:7936| negative elongation factor E [Homo sapiens]	3	1	0.0335	0.5591
MEPCE	gi|14670268|gn|RDBP:7936| negative elongation factor E [Homo sapiens]	3	1	0.3622	0.2541
EIF4A2	gi|14702180|gn|EIF4H:7458| eukaryotic translation initiation factor 4H isoform 2 [Homo sapiens]	3	6	0.1267	0.4626
MEPCE	gi|14702180|gn|EIF4H:7458| eukaryotic translation initiation factor 4H isoform 2 [Homo sapiens]	3	6	0.0735	0.5158
EIF4A2	gi|148298764|gn|HMGCS1:3157| hydroxymethylglutaryl-CoA synthase, cytoplasmic [Homo sapiens]	3	2	0.1701	0.4212
MEPCE	gi|148298764|gn|HMGCS1:3157| hydroxymethylglutaryl-CoA synthase, cytoplasmic [Homo sapiens]	3	2	0.0048	0.6261
EIF4A2	gi|148470406|gn|HNRNPF:3185| heterogeneous nuclear ribonucleoprotein F [Homo sapiens]	3	5	0.9697	0.0024
MEPCE	gi|148470406|gn|HNRNPF:3185| heterogeneous nuclear ribonucleoprotein F [Homo sapiens]	3	5	0.5986	0.1156
EIF4A2	gi|148491070|gn|CTPS1:1503| CTP synthase 1 [Homo sapiens]	3	4	0.0972	0.4920
MEPCE	gi|148491070|gn|CTPS1:1503| CTP synthase 1 [Homo sapiens]	3	4	0.0894	0.4977
EIF4A2	gi|148529014|gn|DDB1:1642| DNA damage-binding protein 1 [Homo sapiens]	3	6	0.4302	0.2027
MEPCE	gi|148529014|gn|DDB1:1642| DNA damage-binding protein 1 [Homo sapiens]	3	6	0.5166	0.1519
EIF4A2	gi|148536855|gn|COPA:1314| coatomer subunit alpha isoform 1 [Homo sapiens]	3	11	0.2587	0.3461
MEPCE	gi|148536855|gn|COPA:1314| coatomer subunit alpha isoform 1 [Homo sapiens]	3	11	0.1294	0.4592
EIF4A2	gi|148539642|gn|ALKBH5:54890| probable alpha-ketoglutarate-dependent dioxygenase ABH5 [Homo sapiens]	3	1	0.2356	0.3633
MEPCE	gi|148539642|gn|ALKBH5:54890| probable alpha-ketoglutarate-dependent dioxygenase ABH5 [Homo sapiens]	3	1	0.1764	0.4149
EIF4A2	gi|148539872|gn|ACAT2:39| acetyl-CoA acetyltransferase, cytosolic [Homo sapiens]	3	1	0.1510	0.4415
MEPCE	gi|148539872|gn|ACAT2:39| acetyl-CoA acetyltransferase, cytosolic [Homo sapiens]	3	1	0.0605	0.5283
EIF4A2	gi|148596949|gn|NOLC1:9221| nucleolar and coiled-body phosphoprotein 1 [Homo sapiens]	3	6	0.2706	0.3336
MEPCE	gi|148596949|gn|NOLC1:9221| nucleolar and coiled-body phosphoprotein 1 [Homo sapiens]	3	6	0.7699	0.0405
EIF4A2	gi|148612885|gn|ARL2:402| ADP-ribosylation factor-like protein 2 isoform 1 [Homo sapiens]	3	1	0.0019	0.6448
MEPCE	gi|148612885|gn|ARL2:402| ADP-ribosylation factor-like protein 2 isoform 1 [Homo sapiens]	3	1	0.0006	0.6578
EIF4A2	gi|148613856|gn|DDX17:10521| probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens]	3	13	1.0000	0.0000
MEPCE	gi|148613856|gn|DDX17:10521| probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens]	3	13	0.9449	0.0060
EIF4A2	gi|148664244|gn|CKAP2:26586| cytoskeleton-associated protein 2 isoform 1 [Homo sapiens]	3	1	0.0004	0.6613
MEPCE	gi|148664244|gn|CKAP2:26586| cytoskeleton-associated protein 2 isoform 1 [Homo sapiens]	3	1	0.3874	0.2341
EIF4A2	gi|148727331|gn|USP5:8078| ubiquitin carboxyl-terminal hydrolase 5 isoform 1 [Homo sapiens]	3	1	0.1994	0.3962
MEPCE	gi|148727331|gn|USP5:8078| ubiquitin carboxyl-terminal hydrolase 5 isoform 1 [Homo sapiens]	3	1	0.1796	0.4120
EIF4A2	gi|148727341|gn|STRAP:11171| serine-threonine kinase receptor-associated protein [Homo sapiens]	3	8	0.8478	0.0210
MEPCE	gi|148727341|gn|STRAP:11171| serine-threonine kinase receptor-associated protein [Homo sapiens]	3	8	0.5129	0.1545
EIF4A2	gi|148839362|gn|LSM14B:149986| protein LSM14 homolog B [Homo sapiens]	3	1	0.6776	0.0746
MEPCE	gi|148839362|gn|LSM14B:149986| protein LSM14 homolog B [Homo sapiens]	3	1	0.8335	0.0271
EIF4A2	gi|149193321|gn|GRSF1:2926| G-rich sequence factor 1 isoform 1 [Homo sapiens]	3	1	0.2355	0.3636
MEPCE	gi|149193321|gn|GRSF1:2926| G-rich sequence factor 1 isoform 1 [Homo sapiens]	3	1	0.1752	0.4158
EIF4A2	gi|149363664|gn|SEPT8:23176| septin-8 isoform d [Homo sapiens]	3	1	0.2619	0.3429
MEPCE	gi|149363664|gn|SEPT8:23176| septin-8 isoform d [Homo sapiens]	3	1	0.2047	0.3913
EIF4A2	gi|149588928|gn|SLAIN2:57606| SLAIN motif-containing protein 2 [Homo sapiens]	3	2	0.1531	0.4385
MEPCE	gi|149588928|gn|SLAIN2:57606| SLAIN motif-containing protein 2 [Homo sapiens]	3	2	0.9087	0.0102
EIF4A2	gi|149999611|gn|SRP14:6727| signal recognition particle 14 kDa protein [Homo sapiens]	3	1	0.2253	0.3713
MEPCE	gi|149999611|gn|SRP14:6727| signal recognition particle 14 kDa protein [Homo sapiens]	3	1	0.7008	0.0609
EIF4A2	gi|15011936|gn|RPS26:6231| 40S ribosomal protein S26 [Homo sapiens]	3	3	0.9055	0.0110
MEPCE	gi|15011936|gn|RPS26:6231| 40S ribosomal protein S26 [Homo sapiens]	3	3	0.4620	0.1886
EIF4A2	gi|150378533|gn|USP7:7874| ubiquitin carboxyl-terminal hydrolase 7 [Homo sapiens]	3	4	0.3729	0.2460
MEPCE	gi|150378533|gn|USP7:7874| ubiquitin carboxyl-terminal hydrolase 7 [Homo sapiens]	3	4	0.2531	0.3498
EIF4A2	gi|15055539|gn|RPS2:6187| 40S ribosomal protein S2 [Homo sapiens]	3	14	0.9930	0.0005
MEPCE	gi|15055539|gn|RPS2:6187| 40S ribosomal protein S2 [Homo sapiens]	3	14	0.8379	0.0246
EIF4A2	gi|15082234|gn|LDHAL6B:92483| L-lactate dehydrogenase A-like 6B [Homo sapiens]	3	1	0.1643	0.4270
MEPCE	gi|15082234|gn|LDHAL6B:92483| L-lactate dehydrogenase A-like 6B [Homo sapiens]	3	1	0.0791	0.5100
EIF4A2	gi|15100175|gn|AGPAT1:10554| 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Homo sapiens]	3	1	0.1253	0.4649
MEPCE	gi|15100175|gn|AGPAT1:10554| 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Homo sapiens]	3	1	0.1573	0.4343
EIF4A2	gi|151101337|gn|CCDC43:124808| coiled-coil domain-containing protein 43 isoform 1 [Homo sapiens]	3	1	0.0012	0.6515
MEPCE	gi|151101337|gn|CCDC43:124808| coiled-coil domain-containing protein 43 isoform 1 [Homo sapiens]	3	1	0.0256	0.5685
EIF4A2	gi|151101407|gn|PTMA:5757| prothymosin alpha isoform 1 [Homo sapiens]	3	4	0.0683	0.5212
MEPCE	gi|151101407|gn|PTMA:5757| prothymosin alpha isoform 1 [Homo sapiens]	3	4	0.2655	0.3385
EIF4A2	gi|151301053|gn|RBM33:155435| RNA-binding protein 33 [Homo sapiens]	3	1	0.0154	0.5848
MEPCE	gi|151301053|gn|RBM33:155435| RNA-binding protein 33 [Homo sapiens]	3	1	0.0505	0.5383
EIF4A2	gi|151301219|gn|PRMT1:3276| protein arginine N-methyltransferase 1 isoform 3 [Homo sapiens]	3	8	0.1682	0.4233
MEPCE	gi|151301219|gn|PRMT1:3276| protein arginine N-methyltransferase 1 isoform 3 [Homo sapiens]	3	8	0.0922	0.4959
EIF4A2	gi|15149476|gn|RARS:5917| arginine--tRNA ligase, cytoplasmic [Homo sapiens]	3	3	0.1105	0.4816
MEPCE	gi|15149476|gn|RARS:5917| arginine--tRNA ligase, cytoplasmic [Homo sapiens]	3	3	0.0016	0.6476
EIF4A2	gi|15208660|gn|TRIM21:6737| E3 ubiquitin-protein ligase TRIM21 [Homo sapiens]	3	4	0.6933	0.0665
MEPCE	gi|15208660|gn|TRIM21:6737| E3 ubiquitin-protein ligase TRIM21 [Homo sapiens]	3	4	0.7410	0.0507
EIF4A2	gi|153070260|gn|MARCKS:4082| myristoylated alanine-rich C-kinase substrate [Homo sapiens]	3	4	0.0013	0.6504
MEPCE	gi|153070260|gn|MARCKS:4082| myristoylated alanine-rich C-kinase substrate [Homo sapiens]	3	4	0.0052	0.6236
EIF4A2	gi|153252132|gn|RPL31:6160| 60S ribosomal protein L31 isoform 3 [Homo sapiens]	3	7	0.9976	0.0002
MEPCE	gi|153252132|gn|RPL31:6160| 60S ribosomal protein L31 isoform 3 [Homo sapiens]	3	7	1.0000	0.0000
EIF4A2	gi|153266822|gn|ALDH1A3:220| aldehyde dehydrogenase family 1 member A3 [Homo sapiens]	3	1	0.0000	0.6668
MEPCE	gi|153266822|gn|ALDH1A3:220| aldehyde dehydrogenase family 1 member A3 [Homo sapiens]	3	1	0.0001	0.6652
EIF4A2	gi|153791298|gn|WDR83:84292| WD repeat domain-containing protein 83 [Homo sapiens]	3	1	0.0012	0.6515
MEPCE	gi|153791298|gn|WDR83:84292| WD repeat domain-containing protein 83 [Homo sapiens]	3	1	0.0000	0.6668
EIF4A2	gi|153945728|gn|MAP1B:4131| microtubule-associated protein 1B [Homo sapiens]	3	1	0.0005	0.6592
MEPCE	gi|153945728|gn|MAP1B:4131| microtubule-associated protein 1B [Homo sapiens]	3	1	0.1382	0.4509
EIF4A2	gi|154146191|gn|HSP90AA1:3320| heat shock protein HSP 90-alpha isoform 2 [Homo sapiens]	3	27	0.4415	0.1979
MEPCE	gi|154146191|gn|HSP90AA1:3320| heat shock protein HSP 90-alpha isoform 2 [Homo sapiens]	3	27	0.4531	0.1925
EIF4A2	gi|154146193|gn|PNISR:25957| arginine/serine-rich protein PNISR [Homo sapiens]	3	1	0.3405	0.2690
MEPCE	gi|154146193|gn|PNISR:25957| arginine/serine-rich protein PNISR [Homo sapiens]	3	1	0.0137	0.5919
EIF4A2	gi|15431301|gn|RPL7:6129| 60S ribosomal protein L7 [Homo sapiens]	3	7	0.8352	0.0257
MEPCE	gi|15431301|gn|RPL7:6129| 60S ribosomal protein L7 [Homo sapiens]	3	7	1.0000	0.0000
EIF4A2	gi|15431303|gn|RPL9:6133| 60S ribosomal protein L9 [Homo sapiens]	3	5	0.8897	0.0136
MEPCE	gi|15431303|gn|RPL9:6133| 60S ribosomal protein L9 [Homo sapiens]	3	5	0.9993	0.0000
EIF4A2	gi|15431306|gn|RPL8:6132| 60S ribosomal protein L8 [Homo sapiens]	3	2	0.5375	0.1417
MEPCE	gi|15431306|gn|RPL8:6132| 60S ribosomal protein L8 [Homo sapiens]	3	2	1.0000	0.0000
EIF4A2	gi|154355000|gn|KHSRP:8570| far upstream element-binding protein 2 [Homo sapiens]	3	6	0.7330	0.0521
MEPCE	gi|154355000|gn|KHSRP:8570| far upstream element-binding protein 2 [Homo sapiens]	3	6	0.1356	0.4529
EIF4A2	gi|155969697|gn|KRT6C:286887| keratin, type II cytoskeletal 6C [Homo sapiens]	3	1	0.0079	0.6108
MEPCE	gi|155969697|gn|KRT6C:286887| keratin, type II cytoskeletal 6C [Homo sapiens]	3	1	0.6674	0.0850
EIF4A2	gi|156104891|gn|GTF2F1:2962| general transcription factor IIF subunit 1 [Homo sapiens]	3	5	0.0743	0.5150
MEPCE	gi|156104891|gn|GTF2F1:2962| general transcription factor IIF subunit 1 [Homo sapiens]	3	5	0.1189	0.4716
EIF4A2	gi|156142178|gn|CCDC59:29080| thyroid transcription factor 1-associated protein 26 [Homo sapiens]	3	1	0.0064	0.6171
MEPCE	gi|156142178|gn|CCDC59:29080| thyroid transcription factor 1-associated protein 26 [Homo sapiens]	3	1	0.6659	0.0864
EIF4A2	gi|156151392|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 4 [Homo sapiens]	3	1	1.0000	0.0000
MEPCE	gi|156151392|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 4 [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|156151394|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens]	3	11	0.9615	0.0034
MEPCE	gi|156151394|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens]	3	11	0.9974	0.0002
EIF4A2	gi|156523968|gn|PARP1:142| poly [ADP-ribose] polymerase 1 [Homo sapiens]	3	19	0.7293	0.0545
MEPCE	gi|156523968|gn|PARP1:142| poly [ADP-ribose] polymerase 1 [Homo sapiens]	3	19	0.9716	0.0022
EIF4A2	gi|156630992|gn|OTUD4:54726| OTU domain-containing protein 4 isoform 3 [Homo sapiens]	3	1	0.0115	0.5971
MEPCE	gi|156630992|gn|OTUD4:54726| OTU domain-containing protein 4 isoform 3 [Homo sapiens]	3	1	0.0887	0.4985
EIF4A2	gi|156631005|gn|PSMD8:5714| 26S proteasome non-ATPase regulatory subunit 8 [Homo sapiens]	3	4	0.0372	0.5544
MEPCE	gi|156631005|gn|PSMD8:5714| 26S proteasome non-ATPase regulatory subunit 8 [Homo sapiens]	3	4	0.0328	0.5604
EIF4A2	gi|156713442|gn|PSMA4:5685| proteasome subunit alpha type-4 isoform 1 [Homo sapiens]	3	5	0.0387	0.5530
MEPCE	gi|156713442|gn|PSMA4:5685| proteasome subunit alpha type-4 isoform 1 [Homo sapiens]	3	5	0.0390	0.5523
EIF4A2	gi|157168362|gn|PNP:4860| purine nucleoside phosphorylase [Homo sapiens]	3	4	0.0877	0.4993
MEPCE	gi|157168362|gn|PNP:4860| purine nucleoside phosphorylase [Homo sapiens]	3	4	0.1514	0.4406
EIF4A2	gi|157412270|gn|HNRNPM:4670| heterogeneous nuclear ribonucleoprotein M isoform b [Homo sapiens]	3	23	1.0000	0.0000
MEPCE	gi|157412270|gn|HNRNPM:4670| heterogeneous nuclear ribonucleoprotein M isoform b [Homo sapiens]	3	23	0.9985	0.0001
EIF4A2	gi|157502193|gn|PSMD13:5719| 26S proteasome non-ATPase regulatory subunit 13 isoform 1 [Homo sapiens]	3	8	0.0527	0.5354
MEPCE	gi|157502193|gn|PSMD13:5719| 26S proteasome non-ATPase regulatory subunit 13 isoform 1 [Homo sapiens]	3	8	0.0061	0.6184
EIF4A2	gi|157649073|gn|CAP1:10487| adenylyl cyclase-associated protein 1 [Homo sapiens]	3	7	0.2111	0.3867
MEPCE	gi|157649073|gn|CAP1:10487| adenylyl cyclase-associated protein 1 [Homo sapiens]	3	7	0.1397	0.4488
EIF4A2	gi|157694494|gn|MYBBP1A:10514| myb-binding protein 1A isoform 1 [Homo sapiens]	3	2	0.3395	0.2712
MEPCE	gi|157694494|gn|MYBBP1A:10514| myb-binding protein 1A isoform 1 [Homo sapiens]	3	2	0.8022	0.0341
EIF4A2	gi|157739942|gn|GEMIN5:25929| gem-associated protein 5 isoform 1 [Homo sapiens]	3	1	0.2674	0.3366
MEPCE	gi|157739942|gn|GEMIN5:25929| gem-associated protein 5 isoform 1 [Homo sapiens]	3	1	0.3631	0.2532
EIF4A2	gi|157743259|gn|HMX3:340784| homeobox protein HMX3 [Homo sapiens]	3	1	0.9998	0.0000
MEPCE	gi|157743259|gn|HMX3:340784| homeobox protein HMX3 [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|157817073|gn|CDK12:51755| cyclin-dependent kinase 12 isoform 2 [Homo sapiens]	3	1	0.9817	0.0015
MEPCE	gi|157817073|gn|CDK12:51755| cyclin-dependent kinase 12 isoform 2 [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|160420317|gn|FLNA:2316| filamin-A isoform 2 [Homo sapiens]	3	55	0.2043	0.3920
MEPCE	gi|160420317|gn|FLNA:2316| filamin-A isoform 2 [Homo sapiens]	3	55	0.6626	0.0883
EIF4A2	gi|16117789|gn|RPL34:6164| 60S ribosomal protein L34 [Homo sapiens]	3	1	0.0111	0.5979
MEPCE	gi|16117789|gn|RPL34:6164| 60S ribosomal protein L34 [Homo sapiens]	3	1	0.0686	0.5210
EIF4A2	gi|16117794|gn|RPL36:25873| 60S ribosomal protein L36 [Homo sapiens]	3	2	0.2114	0.3860
MEPCE	gi|16117794|gn|RPL36:25873| 60S ribosomal protein L36 [Homo sapiens]	3	2	0.7439	0.0488
EIF4A2	gi|161702986|gn|EZR:7430| ezrin [Homo sapiens]	3	2	0.0540	0.5347
MEPCE	gi|161702986|gn|EZR:7430| ezrin [Homo sapiens]	3	2	0.0313	0.5617
EIF4A2	gi|162329583|gn|CPSF6:11052| cleavage and polyadenylation specificity factor subunit 6 [Homo sapiens]	3	5	0.0387	0.5530
MEPCE	gi|162329583|gn|CPSF6:11052| cleavage and polyadenylation specificity factor subunit 6 [Homo sapiens]	3	5	0.1541	0.4370
EIF4A2	gi|16306548|gn|SARS:6301| serine--tRNA ligase, cytoplasmic [Homo sapiens]	3	1	0.0850	0.5026
MEPCE	gi|16306548|gn|SARS:6301| serine--tRNA ligase, cytoplasmic [Homo sapiens]	3	1	0.2436	0.3569
EIF4A2	gi|16332358|gn|CDK11B:984| cyclin-dependent kinase 11B isoform 2 [Homo sapiens]	3	1	0.3528	0.2607
MEPCE	gi|16332358|gn|CDK11B:984| cyclin-dependent kinase 11B isoform 2 [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|163965364|gn|NACA:4666| nascent polypeptide-associated complex subunit alpha isoform b [Homo sapiens]	3	2	0.0049	0.6253
MEPCE	gi|163965364|gn|NACA:4666| nascent polypeptide-associated complex subunit alpha isoform b [Homo sapiens]	3	2	0.0069	0.6141
EIF4A2	gi|164419743|gn|DDX54:79039| ATP-dependent RNA helicase DDX54 isoform 1 [Homo sapiens]	3	1	0.0556	0.5328
MEPCE	gi|164419743|gn|DDX54:79039| ATP-dependent RNA helicase DDX54 isoform 1 [Homo sapiens]	3	1	0.9667	0.0027
EIF4A2	gi|164698502|gn|SEPT9:10801| septin-9 isoform d [Homo sapiens]	3	4	0.4955	0.1665
MEPCE	gi|164698502|gn|SEPT9:10801| septin-9 isoform d [Homo sapiens]	3	4	0.7540	0.0460
EIF4A2	gi|16507237|gn|HSPA5:3309| 78 kDa glucose-regulated protein precursor [Homo sapiens]	3	24	0.0898	0.4975
MEPCE	gi|16507237|gn|HSPA5:3309| 78 kDa glucose-regulated protein precursor [Homo sapiens]	3	24	0.0340	0.5579
EIF4A2	gi|16554604|gn|MRPS23:51649| 28S ribosomal protein S23, mitochondrial [Homo sapiens]	3	2	0.0579	0.5309
MEPCE	gi|16554604|gn|MRPS23:51649| 28S ribosomal protein S23, mitochondrial [Homo sapiens]	3	2	0.1928	0.4024
EIF4A2	gi|16579885|gn|RPL4:6124| 60S ribosomal protein L4 [Homo sapiens]	3	10	0.9957	0.0003
MEPCE	gi|16579885|gn|RPL4:6124| 60S ribosomal protein L4 [Homo sapiens]	3	10	1.0000	0.0000
EIF4A2	gi|166197712|gn|LSM14A:26065| protein LSM14 homolog A isoform a [Homo sapiens]	3	15	0.2169	0.3809
MEPCE	gi|166197712|gn|LSM14A:26065| protein LSM14 homolog A isoform a [Homo sapiens]	3	15	0.2055	0.3903
EIF4A2	gi|166235169|gn|PRPF38B:55119| pre-mRNA-splicing factor 38B [Homo sapiens]	3	5	0.5385	0.1402
MEPCE	gi|166235169|gn|PRPF38B:55119| pre-mRNA-splicing factor 38B [Homo sapiens]	3	5	0.2862	0.3219
EIF4A2	gi|166795297|gn|DYNC1LI1:51143| cytoplasmic dynein 1 light intermediate chain 1 [Homo sapiens]	3	2	0.0076	0.6127
MEPCE	gi|166795297|gn|DYNC1LI1:51143| cytoplasmic dynein 1 light intermediate chain 1 [Homo sapiens]	3	2	0.1229	0.4674
EIF4A2	gi|167234419|gn|THRAP3:9967| thyroid hormone receptor-associated protein 3 [Homo sapiens]	3	16	0.2195	0.3775
MEPCE	gi|167234419|gn|THRAP3:9967| thyroid hormone receptor-associated protein 3 [Homo sapiens]	3	16	0.9815	0.0016
EIF4A2	gi|167466173|gn|HSPA1B:3304| heat shock 70 kDa protein 1A/1B [Homo sapiens]	3	15	0.1357	0.4526
MEPCE	gi|167466173|gn|HSPA1B:3304| heat shock 70 kDa protein 1A/1B [Homo sapiens]	3	15	0.1647	0.4264
EIF4A2	gi|167614488|gn|TBC1D10B:26000| TBC1 domain family member 10B [Homo sapiens]	3	3	0.0094	0.6059
MEPCE	gi|167614488|gn|TBC1D10B:26000| TBC1 domain family member 10B [Homo sapiens]	3	3	0.0031	0.6357
EIF4A2	gi|168229174|gn|RBM27:54439| RNA-binding protein 27 [Homo sapiens]	3	4	0.1170	0.4743
MEPCE	gi|168229174|gn|RBM27:54439| RNA-binding protein 27 [Homo sapiens]	3	4	0.7298	0.0540
EIF4A2	gi|168229250|gn|ASNS:440| asparagine synthetase [glutamine-hydrolyzing] isoform a [Homo sapiens]	3	1	0.0093	0.6062
MEPCE	gi|168229250|gn|ASNS:440| asparagine synthetase [glutamine-hydrolyzing] isoform a [Homo sapiens]	3	1	0.0064	0.6171
EIF4A2	gi|16950593|gn|MRPS21:54460| 28S ribosomal protein S21, mitochondrial [Homo sapiens]	3	2	0.1498	0.4421
MEPCE	gi|16950593|gn|MRPS21:54460| 28S ribosomal protein S21, mitochondrial [Homo sapiens]	3	2	0.1393	0.4494
EIF4A2	gi|16950603|gn|MRPS35:60488| 28S ribosomal protein S35, mitochondrial isoform 1 precursor [Homo sapiens]	3	1	0.0042	0.6286
MEPCE	gi|16950603|gn|MRPS35:60488| 28S ribosomal protein S35, mitochondrial isoform 1 precursor [Homo sapiens]	3	1	0.6589	0.0912
EIF4A2	gi|169646441|gn|GDI2:2665| rab GDP dissociation inhibitor beta isoform 2 [Homo sapiens]	3	2	0.0161	0.5838
MEPCE	gi|169646441|gn|GDI2:2665| rab GDP dissociation inhibitor beta isoform 2 [Homo sapiens]	3	2	0.0116	0.5964
EIF4A2	gi|170763479|gn|MMS19:64210| MMS19 nucleotide excision repair protein homolog [Homo sapiens]	3	1	0.1295	0.4590
MEPCE	gi|170763479|gn|MMS19:64210| MMS19 nucleotide excision repair protein homolog [Homo sapiens]	3	1	0.1645	0.4267
EIF4A2	gi|170763498|gn|SET:6418| protein SET isoform 2 [Homo sapiens]	3	1	0.6212	0.1098
MEPCE	gi|170763498|gn|SET:6418| protein SET isoform 2 [Homo sapiens]	3	1	0.6822	0.0726
EIF4A2	gi|17105394|gn|RPL23A:6147| 60S ribosomal protein L23a [Homo sapiens]	3	9	0.6563	0.0926
MEPCE	gi|17105394|gn|RPL23A:6147| 60S ribosomal protein L23a [Homo sapiens]	3	9	1.0000	0.0000
EIF4A2	gi|171460948|gn|TSC22D1:8848| TSC22 domain family protein 1 isoform 1 [Homo sapiens]	3	1	0.0231	0.5727
MEPCE	gi|171460948|gn|TSC22D1:8848| TSC22 domain family protein 1 isoform 1 [Homo sapiens]	3	1	0.0399	0.5514
EIF4A2	gi|17149828|gn|NAA15:80155| N-alpha-acetyltransferase 15, NatA auxiliary subunit [Homo sapiens]	3	1	0.0633	0.5251
MEPCE	gi|17149828|gn|NAA15:80155| N-alpha-acetyltransferase 15, NatA auxiliary subunit [Homo sapiens]	3	1	0.1281	0.4609
EIF4A2	gi|171543895|gn|ATXN2:6311| ataxin-2 [Homo sapiens]	3	6	1.0000	0.0000
MEPCE	gi|171543895|gn|ATXN2:6311| ataxin-2 [Homo sapiens]	3	6	0.6896	0.0675
EIF4A2	gi|17158044|gn|RPS6:6194| 40S ribosomal protein S6 [Homo sapiens]	3	6	1.0000	0.0000
MEPCE	gi|17158044|gn|RPS6:6194| 40S ribosomal protein S6 [Homo sapiens]	3	6	0.9979	0.0001
EIF4A2	gi|17402900|gn|FUBP1:8880| far upstream element-binding protein 1 [Homo sapiens]	3	1	0.0075	0.6130
MEPCE	gi|17402900|gn|FUBP1:8880| far upstream element-binding protein 1 [Homo sapiens]	3	1	0.0664	0.5224
EIF4A2	gi|17402904|gn|EXOSC6:118460| exosome complex component MTR3 [Homo sapiens]	3	2	0.0021	0.6427
MEPCE	gi|17402904|gn|EXOSC6:118460| exosome complex component MTR3 [Homo sapiens]	3	2	0.0005	0.6592
EIF4A2	gi|178056552|gn|NCAPD2:9918| condensin complex subunit 1 [Homo sapiens]	3	4	0.4937	0.1690
MEPCE	gi|178056552|gn|NCAPD2:9918| condensin complex subunit 1 [Homo sapiens]	3	4	0.3882	0.2327
EIF4A2	gi|17978466|gn|CCNT1:904| cyclin-T1 [Homo sapiens]	3	15	0.3029	0.3059
MEPCE	gi|17978466|gn|CCNT1:904| cyclin-T1 [Homo sapiens]	3	15	0.9998	0.0000
EIF4A2	gi|17978469|gn|CCNT2:905| cyclin-T2 isoform b [Homo sapiens]	3	5	0.7149	0.0574
MEPCE	gi|17978469|gn|CCNT2:905| cyclin-T2 isoform b [Homo sapiens]	3	5	0.9711	0.0023
EIF4A2	gi|17978481|gn|VPS16:64601| vacuolar protein sorting-associated protein 16 homolog isoform 3 [Homo sapiens]	3	1	0.2677	0.3355
MEPCE	gi|17978481|gn|VPS16:64601| vacuolar protein sorting-associated protein 16 homolog isoform 3 [Homo sapiens]	3	1	0.0062	0.6180
EIF4A2	gi|17978519|gn|VPS26A:9559| vacuolar protein sorting-associated protein 26A isoform 1 [Homo sapiens]	3	1	0.2412	0.3587
