Bait	Prey	#Rep	AvgP	BFDR
EIF4A2	gi|145580626|gn|E2F7:144455| transcription factor E2F7 [Homo sapiens]	3	0.0522	0.4287
MEPCE	gi|145580626|gn|E2F7:144455| transcription factor E2F7 [Homo sapiens]	3	0.0861	0.3882
EIF4A2	gi|14589951|gn|POLR2E:5434| DNA-directed RNA polymerases I, II, and III subunit RPABC1 [Homo sapiens]	3	0.3838	0.1708
MEPCE	gi|14589951|gn|POLR2E:5434| DNA-directed RNA polymerases I, II, and III subunit RPABC1 [Homo sapiens]	3	0.0021	0.5860
EIF4A2	gi|14589953|gn|POLR2H:5437| DNA-directed RNA polymerases I, II, and III subunit RPABC3 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|14589953|gn|POLR2H:5437| DNA-directed RNA polymerases I, II, and III subunit RPABC3 [Homo sapiens]	3	0.0003	0.6339
EIF4A2	gi|14591909|gn|RPL5:6125| 60S ribosomal protein L5 [Homo sapiens]	3	0.9988	0.0001
MEPCE	gi|14591909|gn|RPL5:6125| 60S ribosomal protein L5 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|14670268|gn|RDBP:7936| negative elongation factor E [Homo sapiens]	3	0.0306	0.4612
MEPCE	gi|14670268|gn|RDBP:7936| negative elongation factor E [Homo sapiens]	3	0.3660	0.1803
EIF4A2	gi|14702180|gn|EIF4H:7458| eukaryotic translation initiation factor 4H isoform 2 [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|14702180|gn|EIF4H:7458| eukaryotic translation initiation factor 4H isoform 2 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|148298764|gn|HMGCS1:3157| hydroxymethylglutaryl-CoA synthase, cytoplasmic [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|148298764|gn|HMGCS1:3157| hydroxymethylglutaryl-CoA synthase, cytoplasmic [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|148470406|gn|HNRNPF:3185| heterogeneous nuclear ribonucleoprotein F [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|148470406|gn|HNRNPF:3185| heterogeneous nuclear ribonucleoprotein F [Homo sapiens]	3	0.5885	0.1071
EIF4A2	gi|148491070|gn|CTPS1:1503| CTP synthase 1 [Homo sapiens]	3	0.0011	0.6067
MEPCE	gi|148491070|gn|CTPS1:1503| CTP synthase 1 [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|148529014|gn|DDB1:1642| DNA damage-binding protein 1 [Homo sapiens]	3	0.0339	0.4539
MEPCE	gi|148529014|gn|DDB1:1642| DNA damage-binding protein 1 [Homo sapiens]	3	0.6666	0.0683
EIF4A2	gi|148536855|gn|COPA:1314| coatomer subunit alpha isoform 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|148536855|gn|COPA:1314| coatomer subunit alpha isoform 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|148539642|gn|ALKBH5:54890| probable alpha-ketoglutarate-dependent dioxygenase ABH5 [Homo sapiens]	3	0.2032	0.2996
MEPCE	gi|148539642|gn|ALKBH5:54890| probable alpha-ketoglutarate-dependent dioxygenase ABH5 [Homo sapiens]	3	0.1322	0.3456
EIF4A2	gi|148539872|gn|ACAT2:39| acetyl-CoA acetyltransferase, cytosolic [Homo sapiens]	3	0.1079	0.3697
MEPCE	gi|148539872|gn|ACAT2:39| acetyl-CoA acetyltransferase, cytosolic [Homo sapiens]	3	0.0423	0.4433
EIF4A2	gi|148596949|gn|NOLC1:9221| nucleolar and coiled-body phosphoprotein 1 [Homo sapiens]	3	0.0004	0.6277
MEPCE	gi|148596949|gn|NOLC1:9221| nucleolar and coiled-body phosphoprotein 1 [Homo sapiens]	3	0.6389	0.0862
EIF4A2	gi|148612885|gn|ARL2:402| ADP-ribosylation factor-like protein 2 isoform 1 [Homo sapiens]	3	0.0005	0.6238
MEPCE	gi|148612885|gn|ARL2:402| ADP-ribosylation factor-like protein 2 isoform 1 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|148613856|gn|DDX17:10521| probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|148613856|gn|DDX17:10521| probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|148664244|gn|CKAP2:26586| cytoskeleton-associated protein 2 isoform 1 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|148664244|gn|CKAP2:26586| cytoskeleton-associated protein 2 isoform 1 [Homo sapiens]	3	0.5765	0.1098
EIF4A2	gi|148727331|gn|USP5:8078| ubiquitin carboxyl-terminal hydrolase 5 isoform 1 [Homo sapiens]	3	0.1422	0.3390
MEPCE	gi|148727331|gn|USP5:8078| ubiquitin carboxyl-terminal hydrolase 5 isoform 1 [Homo sapiens]	3	0.1307	0.3483
EIF4A2	gi|148727341|gn|STRAP:11171| serine-threonine kinase receptor-associated protein [Homo sapiens]	3	0.6592	0.0784
MEPCE	gi|148727341|gn|STRAP:11171| serine-threonine kinase receptor-associated protein [Homo sapiens]	3	0.6320	0.0894
EIF4A2	gi|148839362|gn|LSM14B:149986| protein LSM14 homolog B [Homo sapiens]	3	0.6039	0.1012
MEPCE	gi|148839362|gn|LSM14B:149986| protein LSM14 homolog B [Homo sapiens]	3	0.7735	0.0187
EIF4A2	gi|149193321|gn|GRSF1:2926| G-rich sequence factor 1 isoform 1 [Homo sapiens]	3	0.1694	0.3189
MEPCE	gi|149193321|gn|GRSF1:2926| G-rich sequence factor 1 isoform 1 [Homo sapiens]	3	0.1292	0.3494
EIF4A2	gi|149363664|gn|SEPT8:23176| septin-8 isoform d [Homo sapiens]	3	0.3094	0.2481
MEPCE	gi|149363664|gn|SEPT8:23176| septin-8 isoform d [Homo sapiens]	3	0.2509	0.2725
EIF4A2	gi|149588928|gn|SLAIN2:57606| SLAIN motif-containing protein 2 [Homo sapiens]	3	0.1647	0.3211
MEPCE	gi|149588928|gn|SLAIN2:57606| SLAIN motif-containing protein 2 [Homo sapiens]	3	0.9967	0.0002
EIF4A2	gi|149999611|gn|SRP14:6727| signal recognition particle 14 kDa protein [Homo sapiens]	3	0.1701	0.3177
MEPCE	gi|149999611|gn|SRP14:6727| signal recognition particle 14 kDa protein [Homo sapiens]	3	0.6110	0.0979
EIF4A2	gi|15011936|gn|RPS26:6231| 40S ribosomal protein S26 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|15011936|gn|RPS26:6231| 40S ribosomal protein S26 [Homo sapiens]	3	0.6933	0.0371
EIF4A2	gi|150378533|gn|USP7:7874| ubiquitin carboxyl-terminal hydrolase 7 [Homo sapiens]	3	0.1600	0.3256
MEPCE	gi|150378533|gn|USP7:7874| ubiquitin carboxyl-terminal hydrolase 7 [Homo sapiens]	3	0.0197	0.4855
EIF4A2	gi|15055539|gn|RPS2:6187| 40S ribosomal protein S2 [Homo sapiens]	3	0.9999	0.0000
MEPCE	gi|15055539|gn|RPS2:6187| 40S ribosomal protein S2 [Homo sapiens]	3	0.6630	0.0763
EIF4A2	gi|15082234|gn|LDHAL6B:92483| L-lactate dehydrogenase A-like 6B [Homo sapiens]	3	0.1180	0.3596
MEPCE	gi|15082234|gn|LDHAL6B:92483| L-lactate dehydrogenase A-like 6B [Homo sapiens]	3	0.0559	0.4235
EIF4A2	gi|15100175|gn|AGPAT1:10554| 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Homo sapiens]	3	0.0868	0.3877
MEPCE	gi|15100175|gn|AGPAT1:10554| 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Homo sapiens]	3	0.1184	0.3591
EIF4A2	gi|151101337|gn|CCDC43:124808| coiled-coil domain-containing protein 43 isoform 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|151101337|gn|CCDC43:124808| coiled-coil domain-containing protein 43 isoform 1 [Homo sapiens]	3	0.0074	0.5315
EIF4A2	gi|151101407|gn|PTMA:5757| prothymosin alpha isoform 1 [Homo sapiens]	3	0.0058	0.5449
MEPCE	gi|151101407|gn|PTMA:5757| prothymosin alpha isoform 1 [Homo sapiens]	3	0.0585	0.4193
EIF4A2	gi|151301053|gn|RBM33:155435| RNA-binding protein 33 [Homo sapiens]	3	0.0080	0.5261
MEPCE	gi|151301053|gn|RBM33:155435| RNA-binding protein 33 [Homo sapiens]	3	0.0639	0.4116
EIF4A2	gi|151301219|gn|PRMT1:3276| protein arginine N-methyltransferase 1 isoform 3 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|151301219|gn|PRMT1:3276| protein arginine N-methyltransferase 1 isoform 3 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|15149476|gn|RARS:5917| arginine--tRNA ligase, cytoplasmic [Homo sapiens]	3	0.0046	0.5573
MEPCE	gi|15149476|gn|RARS:5917| arginine--tRNA ligase, cytoplasmic [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|15208660|gn|TRIM21:6737| E3 ubiquitin-protein ligase TRIM21 [Homo sapiens]	3	0.3504	0.1910
MEPCE	gi|15208660|gn|TRIM21:6737| E3 ubiquitin-protein ligase TRIM21 [Homo sapiens]	3	0.6186	0.0947
EIF4A2	gi|153070260|gn|MARCKS:4082| myristoylated alanine-rich C-kinase substrate [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|153070260|gn|MARCKS:4082| myristoylated alanine-rich C-kinase substrate [Homo sapiens]	3	0.0003	0.6339
EIF4A2	gi|153252132|gn|RPL31:6160| 60S ribosomal protein L31 isoform 3 [Homo sapiens]	3	0.9715	0.0016
MEPCE	gi|153252132|gn|RPL31:6160| 60S ribosomal protein L31 isoform 3 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|153266822|gn|ALDH1A3:220| aldehyde dehydrogenase family 1 member A3 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|153266822|gn|ALDH1A3:220| aldehyde dehydrogenase family 1 member A3 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|153791298|gn|WDR83:84292| WD repeat domain-containing protein 83 [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|153791298|gn|WDR83:84292| WD repeat domain-containing protein 83 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|153945728|gn|MAP1B:4131| microtubule-associated protein 1B [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|153945728|gn|MAP1B:4131| microtubule-associated protein 1B [Homo sapiens]	3	0.1840	0.3121
EIF4A2	gi|154146191|gn|HSP90AA1:3320| heat shock protein HSP 90-alpha isoform 2 [Homo sapiens]	3	0.0004	0.6277
MEPCE	gi|154146191|gn|HSP90AA1:3320| heat shock protein HSP 90-alpha isoform 2 [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|154146193|gn|PNISR:25957| arginine/serine-rich protein PNISR [Homo sapiens]	3	0.3371	0.2148
MEPCE	gi|154146193|gn|PNISR:25957| arginine/serine-rich protein PNISR [Homo sapiens]	3	0.0078	0.5278
EIF4A2	gi|15431301|gn|RPL7:6129| 60S ribosomal protein L7 [Homo sapiens]	3	0.9893	0.0004
MEPCE	gi|15431301|gn|RPL7:6129| 60S ribosomal protein L7 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|15431303|gn|RPL9:6133| 60S ribosomal protein L9 [Homo sapiens]	3	0.1542	0.3296
MEPCE	gi|15431303|gn|RPL9:6133| 60S ribosomal protein L9 [Homo sapiens]	3	0.9656	0.0019
EIF4A2	gi|15431306|gn|RPL8:6132| 60S ribosomal protein L8 [Homo sapiens]	3	0.9994	0.0000
MEPCE	gi|15431306|gn|RPL8:6132| 60S ribosomal protein L8 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|154355000|gn|KHSRP:8570| far upstream element-binding protein 2 [Homo sapiens]	3	0.0057	0.5452
MEPCE	gi|154355000|gn|KHSRP:8570| far upstream element-binding protein 2 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|155969697|gn|KRT6C:286887| keratin, type II cytoskeletal 6C [Homo sapiens]	3	0.0041	0.5603
MEPCE	gi|155969697|gn|KRT6C:286887| keratin, type II cytoskeletal 6C [Homo sapiens]	3	0.6671	0.0627
EIF4A2	gi|156104891|gn|GTF2F1:2962| general transcription factor IIF subunit 1 [Homo sapiens]	3	0.0003	0.6339
MEPCE	gi|156104891|gn|GTF2F1:2962| general transcription factor IIF subunit 1 [Homo sapiens]	3	0.0035	0.5661
EIF4A2	gi|156142178|gn|CCDC59:29080| thyroid transcription factor 1-associated protein 26 [Homo sapiens]	3	0.0004	0.6277
MEPCE	gi|156142178|gn|CCDC59:29080| thyroid transcription factor 1-associated protein 26 [Homo sapiens]	3	0.6658	0.0742
EIF4A2	gi|156151392|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 4 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|156151392|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 4 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|156151394|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|156151394|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|156523968|gn|PARP1:142| poly [ADP-ribose] polymerase 1 [Homo sapiens]	3	0.1249	0.3532
MEPCE	gi|156523968|gn|PARP1:142| poly [ADP-ribose] polymerase 1 [Homo sapiens]	3	0.5423	0.1184
EIF4A2	gi|156630992|gn|OTUD4:54726| OTU domain-containing protein 4 isoform 3 [Homo sapiens]	3	0.0072	0.5325
MEPCE	gi|156630992|gn|OTUD4:54726| OTU domain-containing protein 4 isoform 3 [Homo sapiens]	3	0.0684	0.4062
EIF4A2	gi|156631005|gn|PSMD8:5714| 26S proteasome non-ATPase regulatory subunit 8 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|156631005|gn|PSMD8:5714| 26S proteasome non-ATPase regulatory subunit 8 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|156713442|gn|PSMA4:5685| proteasome subunit alpha type-4 isoform 1 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|156713442|gn|PSMA4:5685| proteasome subunit alpha type-4 isoform 1 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|157168362|gn|PNP:4860| purine nucleoside phosphorylase [Homo sapiens]	3	0.0054	0.5487
MEPCE	gi|157168362|gn|PNP:4860| purine nucleoside phosphorylase [Homo sapiens]	3	0.0023	0.5812
EIF4A2	gi|157412270|gn|HNRNPM:4670| heterogeneous nuclear ribonucleoprotein M isoform b [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|157412270|gn|HNRNPM:4670| heterogeneous nuclear ribonucleoprotein M isoform b [Homo sapiens]	3	0.8375	0.0117
EIF4A2	gi|157502193|gn|PSMD13:5719| 26S proteasome non-ATPase regulatory subunit 13 isoform 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|157502193|gn|PSMD13:5719| 26S proteasome non-ATPase regulatory subunit 13 isoform 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|157649073|gn|CAP1:10487| adenylyl cyclase-associated protein 1 [Homo sapiens]	3	0.0329	0.4574
MEPCE	gi|157649073|gn|CAP1:10487| adenylyl cyclase-associated protein 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|157694494|gn|MYBBP1A:10514| myb-binding protein 1A isoform 1 [Homo sapiens]	3	0.3333	0.2293
MEPCE	gi|157694494|gn|MYBBP1A:10514| myb-binding protein 1A isoform 1 [Homo sapiens]	3	0.9159	0.0038
EIF4A2	gi|157739942|gn|GEMIN5:25929| gem-associated protein 5 isoform 1 [Homo sapiens]	3	0.2064	0.2968
MEPCE	gi|157739942|gn|GEMIN5:25929| gem-associated protein 5 isoform 1 [Homo sapiens]	3	0.2735	0.2651
EIF4A2	gi|157743259|gn|HMX3:340784| homeobox protein HMX3 [Homo sapiens]	3	0.9997	0.0000
MEPCE	gi|157743259|gn|HMX3:340784| homeobox protein HMX3 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|157817073|gn|CDK12:51755| cyclin-dependent kinase 12 isoform 2 [Homo sapiens]	3	0.9995	0.0000
MEPCE	gi|157817073|gn|CDK12:51755| cyclin-dependent kinase 12 isoform 2 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|160420317|gn|FLNA:2316| filamin-A isoform 2 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|160420317|gn|FLNA:2316| filamin-A isoform 2 [Homo sapiens]	3	0.2938	0.2566
EIF4A2	gi|16117789|gn|RPL34:6164| 60S ribosomal protein L34 [Homo sapiens]	3	0.0006	0.6194
MEPCE	gi|16117789|gn|RPL34:6164| 60S ribosomal protein L34 [Homo sapiens]	3	0.0199	0.4847
EIF4A2	gi|16117794|gn|RPL36:25873| 60S ribosomal protein L36 [Homo sapiens]	3	0.1628	0.3228
MEPCE	gi|16117794|gn|RPL36:25873| 60S ribosomal protein L36 [Homo sapiens]	3	0.5963	0.1049
EIF4A2	gi|161702986|gn|EZR:7430| ezrin [Homo sapiens]	3	0.0063	0.5388
MEPCE	gi|161702986|gn|EZR:7430| ezrin [Homo sapiens]	3	0.0019	0.5887
EIF4A2	gi|162329583|gn|CPSF6:11052| cleavage and polyadenylation specificity factor subunit 6 [Homo sapiens]	3	0.0016	0.5954
MEPCE	gi|162329583|gn|CPSF6:11052| cleavage and polyadenylation specificity factor subunit 6 [Homo sapiens]	3	0.0006	0.6194
EIF4A2	gi|16306548|gn|SARS:6301| serine--tRNA ligase, cytoplasmic [Homo sapiens]	3	0.0602	0.4164
MEPCE	gi|16306548|gn|SARS:6301| serine--tRNA ligase, cytoplasmic [Homo sapiens]	3	0.1751	0.3161
EIF4A2	gi|16332358|gn|CDK11B:984| cyclin-dependent kinase 11B isoform 2 [Homo sapiens]	3	0.3499	0.1917
MEPCE	gi|16332358|gn|CDK11B:984| cyclin-dependent kinase 11B isoform 2 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|163965364|gn|NACA:4666| nascent polypeptide-associated complex subunit alpha isoform b [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|163965364|gn|NACA:4666| nascent polypeptide-associated complex subunit alpha isoform b [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|164419743|gn|DDX54:79039| ATP-dependent RNA helicase DDX54 isoform 1 [Homo sapiens]	3	0.0378	0.4469
MEPCE	gi|164419743|gn|DDX54:79039| ATP-dependent RNA helicase DDX54 isoform 1 [Homo sapiens]	3	0.9519	0.0027
EIF4A2	gi|164698502|gn|SEPT9:10801| septin-9 isoform d [Homo sapiens]	3	0.8700	0.0082
MEPCE	gi|164698502|gn|SEPT9:10801| septin-9 isoform d [Homo sapiens]	3	0.9874	0.0005
EIF4A2	gi|16507237|gn|HSPA5:3309| 78 kDa glucose-regulated protein precursor [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|16507237|gn|HSPA5:3309| 78 kDa glucose-regulated protein precursor [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|16554604|gn|MRPS23:51649| 28S ribosomal protein S23, mitochondrial [Homo sapiens]	3	0.0040	0.5611
MEPCE	gi|16554604|gn|MRPS23:51649| 28S ribosomal protein S23, mitochondrial [Homo sapiens]	3	0.1401	0.3418
EIF4A2	gi|16579885|gn|RPL4:6124| 60S ribosomal protein L4 [Homo sapiens]	3	0.8637	0.0091
MEPCE	gi|16579885|gn|RPL4:6124| 60S ribosomal protein L4 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|166197712|gn|LSM14A:26065| protein LSM14 homolog A isoform a [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|166197712|gn|LSM14A:26065| protein LSM14 homolog A isoform a [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|166235169|gn|PRPF38B:55119| pre-mRNA-splicing factor 38B [Homo sapiens]	3	0.2711	0.2662
MEPCE	gi|166235169|gn|PRPF38B:55119| pre-mRNA-splicing factor 38B [Homo sapiens]	3	0.0019	0.5887
EIF4A2	gi|166795297|gn|DYNC1LI1:51143| cytoplasmic dynein 1 light intermediate chain 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|166795297|gn|DYNC1LI1:51143| cytoplasmic dynein 1 light intermediate chain 1 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|167234419|gn|THRAP3:9967| thyroid hormone receptor-associated protein 3 [Homo sapiens]	3	0.0022	0.5834
MEPCE	gi|167234419|gn|THRAP3:9967| thyroid hormone receptor-associated protein 3 [Homo sapiens]	3	0.6529	0.0825
EIF4A2	gi|167466173|gn|HSPA1B:3304| heat shock 70 kDa protein 1A/1B [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|167466173|gn|HSPA1B:3304| heat shock 70 kDa protein 1A/1B [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|167614488|gn|TBC1D10B:26000| TBC1 domain family member 10B [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|167614488|gn|TBC1D10B:26000| TBC1 domain family member 10B [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|168229174|gn|RBM27:54439| RNA-binding protein 27 [Homo sapiens]	3	0.0010	0.6095
MEPCE	gi|168229174|gn|RBM27:54439| RNA-binding protein 27 [Homo sapiens]	3	0.6543	0.0815
EIF4A2	gi|168229250|gn|ASNS:440| asparagine synthetase [glutamine-hydrolyzing] isoform a [Homo sapiens]	3	0.0062	0.5391
MEPCE	gi|168229250|gn|ASNS:440| asparagine synthetase [glutamine-hydrolyzing] isoform a [Homo sapiens]	3	0.0043	0.5591
EIF4A2	gi|16950593|gn|MRPS21:54460| 28S ribosomal protein S21, mitochondrial [Homo sapiens]	3	0.0483	0.4333
MEPCE	gi|16950593|gn|MRPS21:54460| 28S ribosomal protein S21, mitochondrial [Homo sapiens]	3	0.2125	0.2928
EIF4A2	gi|16950603|gn|MRPS35:60488| 28S ribosomal protein S35, mitochondrial isoform 1 precursor [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|16950603|gn|MRPS35:60488| 28S ribosomal protein S35, mitochondrial isoform 1 precursor [Homo sapiens]	3	0.6664	0.0705
EIF4A2	gi|169646441|gn|GDI2:2665| rab GDP dissociation inhibitor beta isoform 2 [Homo sapiens]	3	0.0004	0.6277
MEPCE	gi|169646441|gn|GDI2:2665| rab GDP dissociation inhibitor beta isoform 2 [Homo sapiens]	3	0.0003	0.6339
EIF4A2	gi|170763479|gn|MMS19:64210| MMS19 nucleotide excision repair protein homolog [Homo sapiens]	3	0.0974	0.3769
MEPCE	gi|170763479|gn|MMS19:64210| MMS19 nucleotide excision repair protein homolog [Homo sapiens]	3	0.1195	0.3580
EIF4A2	gi|170763498|gn|SET:6418| protein SET isoform 2 [Homo sapiens]	3	0.5869	0.1076
MEPCE	gi|170763498|gn|SET:6418| protein SET isoform 2 [Homo sapiens]	3	0.6148	0.0963
EIF4A2	gi|17105394|gn|RPL23A:6147| 60S ribosomal protein L23a [Homo sapiens]	3	0.2450	0.2766
MEPCE	gi|17105394|gn|RPL23A:6147| 60S ribosomal protein L23a [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|171460948|gn|TSC22D1:8848| TSC22 domain family protein 1 isoform 1 [Homo sapiens]	3	0.0154	0.4960
MEPCE	gi|171460948|gn|TSC22D1:8848| TSC22 domain family protein 1 isoform 1 [Homo sapiens]	3	0.0274	0.4672
EIF4A2	gi|17149828|gn|NAA15:80155| N-alpha-acetyltransferase 15, NatA auxiliary subunit [Homo sapiens]	3	0.0138	0.5010
MEPCE	gi|17149828|gn|NAA15:80155| N-alpha-acetyltransferase 15, NatA auxiliary subunit [Homo sapiens]	3	0.0396	0.4455
EIF4A2	gi|171543895|gn|ATXN2:6311| ataxin-2 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|171543895|gn|ATXN2:6311| ataxin-2 [Homo sapiens]	3	0.6665	0.0699
EIF4A2	gi|17158044|gn|RPS6:6194| 40S ribosomal protein S6 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|17158044|gn|RPS6:6194| 40S ribosomal protein S6 [Homo sapiens]	3	0.9993	0.0000
EIF4A2	gi|17402900|gn|FUBP1:8880| far upstream element-binding protein 1 [Homo sapiens]	3	0.0005	0.6238
MEPCE	gi|17402900|gn|FUBP1:8880| far upstream element-binding protein 1 [Homo sapiens]	3	0.0429	0.4419
EIF4A2	gi|17402904|gn|EXOSC6:118460| exosome complex component MTR3 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|17402904|gn|EXOSC6:118460| exosome complex component MTR3 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|178056552|gn|NCAPD2:9918| condensin complex subunit 1 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|178056552|gn|NCAPD2:9918| condensin complex subunit 1 [Homo sapiens]	3	0.3335	0.2281
EIF4A2	gi|17978466|gn|CCNT1:904| cyclin-T1 [Homo sapiens]	3	0.6714	0.0515
MEPCE	gi|17978466|gn|CCNT1:904| cyclin-T1 [Homo sapiens]	3	0.9984	0.0001
EIF4A2	gi|17978469|gn|CCNT2:905| cyclin-T2 isoform b [Homo sapiens]	3	0.9543	0.0026
MEPCE	gi|17978469|gn|CCNT2:905| cyclin-T2 isoform b [Homo sapiens]	3	0.9999	0.0000
EIF4A2	gi|17978481|gn|VPS16:64601| vacuolar protein sorting-associated protein 16 homolog isoform 3 [Homo sapiens]	3	0.3291	0.2373
MEPCE	gi|17978481|gn|VPS16:64601| vacuolar protein sorting-associated protein 16 homolog isoform 3 [Homo sapiens]	3	0.0032	0.5710
EIF4A2	gi|17978519|gn|VPS26A:9559| vacuolar protein sorting-associated protein 26A isoform 1 [Homo sapiens]	3	0.1809	0.3144
MEPCE	gi|17978519|gn|VPS26A:9559| vacuolar protein sorting-associated protein 26A isoform 1 [Homo sapiens]	3	0.2189	0.2881
EIF4A2	gi|17999541|gn|VPS35:55737| vacuolar protein sorting-associated protein 35 [Homo sapiens]	3	0.3438	0.2009
MEPCE	gi|17999541|gn|VPS35:55737| vacuolar protein sorting-associated protein 35 [Homo sapiens]	3	0.0004	0.6277
EIF4A2	gi|18104948|gn|RPL21:6144| 60S ribosomal protein L21 [Homo sapiens]	3	0.4069	0.1578
MEPCE	gi|18104948|gn|RPL21:6144| 60S ribosomal protein L21 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|18105007|gn|CAD:790| CAD protein [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|18105007|gn|CAD:790| CAD protein [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|183227678|gn|PARK7:11315| protein DJ-1 [Homo sapiens]	3	0.0304	0.4621
MEPCE	gi|183227678|gn|PARK7:11315| protein DJ-1 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|18375623|gn|DDX39B:7919| spliceosome RNA helicase DDX39B [Homo sapiens]	3	0.3338	0.2252
MEPCE	gi|18375623|gn|DDX39B:7919| spliceosome RNA helicase DDX39B [Homo sapiens]	3	0.3610	0.1830
EIF4A2	gi|18375673|gn|UPF1:5976| regulator of nonsense transcripts 1 [Homo sapiens]	3	0.5473	0.1178
MEPCE	gi|18375673|gn|UPF1:5976| regulator of nonsense transcripts 1 [Homo sapiens]	3	0.0126	0.5051
EIF4A2	gi|18379334|gn|RNPS1:10921| RNA-binding protein with serine-rich domain 1 [Homo sapiens]	3	0.0006	0.6194
MEPCE	gi|18379334|gn|RNPS1:10921| RNA-binding protein with serine-rich domain 1 [Homo sapiens]	3	0.0087	0.5206
